cleaned_type,capacity_MW,address,cleaned_approval_time,company,owner
wind,396.8,"전남신안군도초면우이도리남동측해상No.1125°48’2.89“34°33’16.89“,No.2125°49’35.50“34°27’23.05“,No.3125°50’39.54“34°27’34.53“,No.4125°52’19.86“34°28’52.02“,No.5125°56’20.04“34°29’34.92“,No.6125°55’15.95“34°33’41.10“,No.7125°52’21.95“34°33’ 10.02“,No.8125°52’8.66“34°34’0.91“,",2019-05-01,한화건설 ,최광호 
wind,16.0,"전 남 신 안 군 지 도 읍 어 의 리(어의도해상)NO.135°08′12.00″N,126°13′57.00″E,NO.235°07′45.50″N,126°13′57.00″E",2019-05-01,신안어의풍력발전,이원옥
solar,90.0,전남  영광군  묘량면  월암리  726-1  일원,2019-05-01,케이이앤,윤석호
solar,41.88,전남  신안군  상태동리  산 151-8번지  일원,2019-05-01,퍼시피코에너지코리아,조동욱
gas,60.7,충남  서산시  대산읍  대죽리  775-1  일원,2019-05-01,대산연료전지,진경수
gas,19.8,충북  청주시  흥덕구  산단로  149(SK케미칼  청주공장 내),2019-05-01,에스케이디앤디,함  스테판  윤성
gas,19.8,경기도  연천군  청산면  궁평리  612-2번지,2019-05-01,연천전곡그린에너지,이성경
gas,19.8,충북  보은군  삼승면  우진리  보은   일반산업단지내(17-1블록),2019-05-01,보은꿈나무그린에너지,이한일
gas,40.2,전북 군산시 가도안2길 연료전지( 23(오식도동),2019-05-01,연료전지에너 지,이성기 
gas,99.9,울산시  울주군  온산읍  원산리  919-10,2019-05-01,에프알피에너지,최민식
gas,9.68,부산시 강서구 명지동 607-641(명지  집단에너지부지내),2019-05-01,부산도시가스,김영광
gas,6.16,대전시  유성구  복용동  산22-55,2019-05-01,한국서부발전,김병숙
gas,39.9,충북  제천시  왕암동  1413번지(제2산단부지내),2019-05-01,제천그린에너지,한경환
gas,40.0,전북  군산시  산단남북로 70번지(국가산업단지),2019-05-01,무주에코랜드,손성배
gas,9.85,부산시 강서구 송정동 1662-9,2019-05-01,위니스트,조경애
solar,60.0,"강원도  정선군  임계면  임계리  산526,  산542,  산542-1,  산586-1,  산586-5번지",2019-06-01,비디아이,안승만
wind,40.0,"강원도  춘천시  동면  평촌리  산37-1,  신이리  산98-1, 품안리  산53-1",2019-06-01,지앤이파워,이상득
wind,30.4,"강원도  삼척시  하장면  어리  산120,  산119,  산142, 산138,  산137,  대전리  산34,  판문리   산120,  산147-2,  산158  일원",2019-06-01,동성,"김장수,김흥식"
solar,3.8,경북  김천시  어모면  산업단지로39(김천공장 북측 지붕),2019-06-01,케이씨씨,"정몽진, 정몽익"
solar,15.0,"부산시  강서구  르노삼성대로 61,  르노삼성자동차주 식회사  공장부지내  주차장 및  건물지붕",2019-06-01,부산명지태양광발전 ,박종옥 
solar,95.0,"전남  고흥군  포두면  남촌리  996,  송산리  1636,  길두리 2625, 오취리 1148,1151, 옥강리   1489,1491",2019-06-01,고흥신에너지,박근수
solar,70.0,제주특별자치도  서귀포시 남원읍  수망리  산  178외 18필지,2019-06-01,제이원,김민규
solar,60.0,"전남  여수시  율촌면  신풍리  808-12외  전면  수면  및 율촌  2산단,  여수국가산단 사이  수로",2019-06-01,지에스건설,임병용
gas,24.0,전남  강진군  성전면  송학리  845-5(강진산단  內),2019-06-01,에스디에프씨,오형식
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-2,2019-06-01,지엘,임상수
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-1,2019-06-01,지엘홀딩스,우혁재
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-5-3,2019-06-01,해룡그린파워,김진섭
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,  119-3,산37-12,산37-14",2019-06-01,빅솔라,강우순
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,  119-3,  산37-12,  산37-14",2019-06-01,앤피피,노승일
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,    119-3,산37-12,  산37-14",2019-06-01,코엠퓨얼셀,천병권
gas,10.0,전북  완주군  봉동읍  장구리  583-13 (완주테크노밸리  일반산업단지),2019-06-01,레나인터내셔널에너지,이종조
gas,39.9,"경기도  연천군  청산면  궁평리  618,  619번지",2019-06-01,연천백학그린에너지,이성경
solar,2100.0,"전북  새만금  방조제  내측 공유수면(02지구, 03지구, 04지구)",2019-07-01,한국수력원자력 ,정재훈 
wind,42.0,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",2019-07-01,곡성그린풍력발전,장찬현
wind,36.0,"강원도  태백시  하사미동 산195-1,  조탄동  산55  일원",2019-07-01,태백가덕산풍력발전,홍동표
wind,200.0,경기도안산시단원구풍도리인 근 공 유 수 면 ( 지 점 1 : 3 7 ˚8`24.55``N126˚21`44.73``E       지점2:  37˚8  `  28.71  ``N 126˚24 `  1.16 ``E  지점3: 37˚8 `  7.89 ``N  126˚24 44.51 ``E  지점4: 37˚7 ` 33.73``N 126˚25 ` 20.70 ``E  지점5:  37˚5  `  59.76``N 126˚25      `  26.90  ``E 지점6:37˚5`30.36``N126˚2 4 ` 4 0 . 2 2 ` ` E 지 점 7 : 3 7 ˚4`33.24``N126˚23`22.86``E   지점8: 37˚4 ` 41.18``N 126˚21  `      49.24  ``E  지점9:  37˚5  `  2.08``N  126˚20  ` 57.90 ``E  지점10:  37˚5 ` 38.82``N  126˚20      `  31.13 ``E 지점11: 37˚6 ` 20.43``N 126˚20 ` 17.86 ``E    지점12:  37˚7  `  8.25``N 126˚20  `  28.83  ``E),2019-07-01,서해그린파워 ,이수영 
solar,3.49,광주시  동구  용산동  1-1외 1필지,2019-07-01,빛고을메트로,정회걸
gas,99.4,"강원도  영월군  영월읍  팔괴리  1271,  1282,  1286번지",2019-07-01,영월그린에너지,박병일
gas,20.1,강원도  영월군  상동읍  천평리  249번지  일원,2019-07-01,영월파워,여운철
gas,10.2,강원도  영월군  상동읍  천평리  249번지  일원,2019-07-01,천평에너지,김리하
gas,20.1,강원도  영월군  상동읍  천평리  249번지  일원,2019-07-01,상동제일에너지,김화준
gas,20.0,충북  옥천군  옥천읍  옥천농공길  53-10,2019-07-01,옥천연료전지,이현호
gas,19.8,"충북  음성군  금왕읍  오선리  524-2,  534-2",2019-07-01,에스케이디앤디,함  스테판  윤성
gas,60.0,충북  충주시  대소원면  영평리  744,2019-07-01,에스케이디앤디,함  스테판  윤성
others,19.8,충북  진천군  초평면  은암리  산35-4    일원(은암일반산업단지),2019-07-01,영양윈드파워,정용수
others,19.8,전남  여수시  산단중앙로 141-4(화치동)(한화에너지 여수공장  內),2019-07-01,한화에너지,류두형
wind,39.0,강원도  철원군  근남면  육단리  산88-1번지  일원,2019-08-01,한일풍력발전,김재종
wind,42.0,"강원도  삼척시  하장면  어리  산65-2,  산105,  산104, 산122,  산122-3,  산93-1, 산94,    산85-1,  산104-4번지",2019-10-01,명진풍력발전,김재종
solar,204.0,전남  신안군  안좌면  내호리  및  구대리  일원,2019-10-01,안좌스마트팜앤쏠라시티,김창휘
wind,4.3,전남  영광군  백수읍  일원 공유수면,2019-10-01,전남개발공사,김철신
gas,19.8,전북  익산시  석암로  3길 80(팔봉동  837),2019-10-01,익산팔봉클린에너지,신효철
wind,22.5,"강원도  정선군  신동읍  가사리  산127,  산121-1",2019-10-01,지앤이파워,이상득
wind,24.0,"강원도  삼척시  도계읍  늑구리  산19-1,  산10-1",2019-10-01,백구풍력발전,"서종현, 박종태"
solar,14.0,전남  여수시  화양면  안포리  1898-18  앞  공유수면,2019-10-01,여수안포시에너지,이호혁
solar,25.0,전남  영광군  백수읍  하사리  1874-3번지외  12필지,2019-10-01,대한그린에너지,박근식
solar,9.874,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",2019-10-01,전국녹색연합,강향원
solar,9.837,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",2019-10-01,쏠라뱅크,강경원
solar,20.0,충남  당진시  석문면  삼화리  1431  일원,2019-10-01,한국농어촌공사,사장
solar,80.0,"충남  당진시  석문면  삼화리  1431,  통정리  1255일원",2019-10-01,석문호수상태양광,윤을진
solar,40.32,"경남  합천군  봉산면,  용주면  일원",2019-10-01,한국수자원공사,이학수
solar,8.0,"충남  태안군  안면읍  창기리 209-339, 209-354, 209-355, 209-361, 209-362,    209-387",2019-10-01,태안창기태양광발전,최재영
solar,7.9,경기도  광주시  초월읍  산수로  642-70(메가허브  곤지암  물류센터  지붕위),2019-10-01,와이케이에너지2호,이용규
bioenergy,6.0,전남  강진군  성전면  강진산단로2길  92,2019-10-01,스마트그린에너지,김재수
gas,19.8,경북  칠곡군  석적읍  중리 443-11,2019-10-01,태환에너지개발,송명건
gas,99.9,전남 강진군 성전면 송학 리  844(강진산업단지  內),2019-10-01,강진수소발전 ,한병인 
gas,34.8,전남  광양시  광양읍  초남리  762-4,2019-10-01,에이치에스에너지,김기열
gas,19.8,충북  괴산군  괴산읍  제월리  일원(괴산대제일반산업단지),2019-10-01,영양윈드파워,정용수
gas,99.0,경북  경주시  강동면  왕신리 261-1(강동일반산업단지  2BL),2019-10-01,강동그린에너지,윤석진
gas,49.8,경북  상주시  청리면  마공리  1241,2019-10-01,상주에너지,임윤철
gas,97.8,전남  여수시  묘도동  일원,2019-10-01,묘도연료전지발전,공용남
gas,20.0,경북  구미시  시미동  168번지,2019-10-01,구미연료전지발전,김무영
gas,39.9,충북  보은군  삼승면  우진리  551(보은  일반산업단지 내  10블록),2019-10-01,보은그린에너지,한경환
gas,8.0,경기도 파주시 도내리 608-4(서울도시가스  부지내),2019-10-01,한국동서발전,사장
gas,9.9,경기도 의왕시 이동 714번 지,2019-10-01,한국서부발전 ,사장 
gas,19.8,"충남  아산시  영인면  성내리  174-2,  175",2019-10-01,아산성내클린에너지,조준수
gas,19.8,충남  당진시  송산면  동곡리  377(송산2일반산업단지 內),2019-10-01,미래그린에너지,김태호
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019-10-01,굿모닝에너지,오태근
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019-10-01,마차퓨어셀,강우순
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019-10-01,앤피피퓨어셀,노승일
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019-10-01,영월퓨어셀,이승협
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019-10-01,코엠연료전지,천병권
gas,19.8,"강원도  횡성군  횡성읍  조 곡리  296,  296-1,  296-2번지  일원",2019-10-01,우정에너지 ,조우진 
gas,30.0,전북  군산시  산단남북로 107(오식도동),2019-10-01,신산테크,김평옥
gas,5.28,전북  완주군  이서면  반교리  산126,2019-10-01,한국서부발전,김병숙
gas,19.8,전북 정읍시 하북동 857-8(2산단4길  7),2019-10-01,이도,최정훈
gas,20.0,울산시 북구 효암로 84-13,2019-10-01,대원에스앤피,공정식
gas,80.1,"광주시  광산구  연산동  평동3차 일반산업단지(산업8-1,  2,  3블록)",2019-10-01,광주그린에너지,김상호
gas,50.0,광주시  광산구  평동산단  1번로  121(장록동),2019-10-01,평동하이에너지,박재동
others,8.0,충남  당진시  석문면  장고항리  1421,2019-12-01,대성에코발전,김민정
solar,80.0,전남  강진군  신전면  사초리  사내호  일원,2019-12-01,강진햇빛발전소,차영옥
solar,20.0,전남  강진군  도암면  학장리  만덕호  일원,2019-12-01,만덕솔라에너지,정중근
wind,38.4,"강원도  고성군  현내면  마달리  산3,  산5,  산8,철통리 산61,  산63,  산86번지",2019-12-01,고성평화풍력,
solar,30.0,"전 북 군 산 시 옥 구 읍 어 은 리 태양광 1550,1550-1,1550-2,1551,1552,1566,1567,1568,1573-6,1573-119,1573-16,1573-136,                                 1573-26,      1573-35,1575",2019-12-01,에너지코 ,이종조 
others,49.8,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2019-12-01,아이티에너지,김동석
others,49.8,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2019-12-01,아이티에너지,김동석
others,9.9,전남  광양시  광양국가산업단지  명당3지구  A6-④(구지번 :  태인동  1608-22번지  외  6필지),2019-12-01,지투그린파워,한민관
others,9.9,전남광양시광양국가산업단지명당3지구A6-④(구지번:태인동1608-22번지외6필지),2019-12-01,지투그린파워,한민관
others,99.0,전남 목포시 대양동 1181-3(대양산업단지  내),2019-12-01,우앤장홀딩스,"장 동 일 ,우혁재"
others,20.0,충남  당진시  석문면  통정리  1414,2019-12-01,지엔씨에너지,안병철
others,30.0,광주시 광산구 연산동 686-1번지  일원(평동3차산업단지  내),2019-12-01,광주연료전지발전,차남두
others,39.9,"광주시 광산구 연산동 292-1일원(평동3차  일반산업단지  산업7-5,  8,  9블록)",2019-12-01,다스코에너지,한상원
others,60.0,"광주시 광산구 연산동 292-1번지 일원(평동3차 일반산업단지  산업7-6,  7, 10,  11블록)",2019-12-01,평동그린에너지,마채구
others,90.0,경북  구미시  산동면  국가5산업단지(하이테크밸리)  내,2019-12-01,케이제이그린에너지,김학봉
others,40.0,"전북  군산시  옥구읍  어은리  1550,1551,1552",2019-12-01,삼양마에너지,이종조
gas,8.0,"전북  군산시  외항로  864(소룡동  1648,  군산국가산업단지내)",2019-12-01,소룡연료전지,김낙서
gas,20.0,강원도  춘천시  동산면  봉명리  1098번지(동춘천산업단지  2-1구역),2019-12-01,춘천그린파워,김용철
nuclear,2800.0,경북  울진군  북면  울진북로  2040,2020-01-01,한수원,사장
wind,72.6,"전남  장성군  삼계면  부성리  산129-3,  산129-2,  신기 리  산141-2,  화산리  산136-1,  산137-8,   삼서면 학성리  산96-2",2020-01-01,부선풍력 ,김상태 
gas,19.8,경남  밀양시  하남읍  양동리  834-1,2020-01-01,밀양수소발전,박인호
gas,39.6,경남  밀양시  하남읍  양동리  836-1,2020-01-01,밀양연료전지발전,신진욱
wind,37.8,강원도  홍천군  내촌면  와야리  산12-1번지,2020-01-01,씨에스에너지,이상업
wind,60.0,전남  순천시  송광면  우산리  산127외  5필지,2020-01-01,송광풍력,이동규
wind,70.0,"경북  포항시  북구  청하면(신흥리  산97,  산104-3),금장리(산9,  산  77,  산82,  산91,  산102)",2020-01-01,에스에이치파워,김성훈
wind,65.0,전남  해남군  화원면  매월리  산71-2번지  일원,2020-01-01,지에스이앤알,정찬수
solar,200.0,전남  신안군  비금면  일원,2020-01-01,비금주민태양광발전,곽정민
solar,66.0,전남  신안군  비금면  덕산리  1-25번지  외  43필지,2020-01-01,비금그린에너지,원승재
solar,3.5,전남  신안군  비금면  지당리  1310-1번지  외  4필지,2020-01-01,비금그린에너지,원승재
solar,8.5,전남  신안군  비금면  지당리  700-33번지  외  5필지,2020-01-01,비금그린에너지,원승재
solar,9.0,전남  신안군  비금면  가산리  213-40번지  외  6필지,2020-01-01,비금그린에너지,원승재
solar,4.0,전남  신안군  비금면  가산리  375-1번지  외  1필지,2020-01-01,비금그린에너지,원승재
gas,20.0,"충남  아산시  둔포면  염작리  92-10,  92-28",2020-01-01,아산테크노그린에너지,최성달
others,20.0,충남  서산시  무장리  1737(서산오토밸리산업단지  內),2020-01-01,서산엑스연료전지1호,이다은
others,20.0,충남  서산시  무장리  1738(서산오토밸리산업단지  內),2020-01-01,서산연료전지,이창훈
others,60.0,전남  목포시  대양동  1181일원(대양 일반산업단지 52블록),2020-01-01,대양에프씨에너지,강종연
gas,40.0,경남  고성군  율대리  686-5,2020-01-01,청우E&S,민병원
gas,19.8,"전북  군산시  산북동  1980, 1980-1",2020-02-01,군산엑스연료전지1호,조희송
wind,19.2,강원도  삼척시  도계읍  구사리  산53  일원,2020-02-01,구사풍력발전,노광철
wind,19.2,강원도  태백시  통동  산67-1  일원,2020-02-01,메카그린에너지,노광철
solar,14.74,전남  신안군  안좌면  한운리  산  223-1  일원,2020-02-01,케이에스피1호,이슬기
others,15.0,전남  여수시  여수산단로 1203  일원(여수국가산업단지  內),2020-02-01,한국동서발전,한국동서발전 대표
others,19.8,"전남  영암군  삼호읍  삼포리  353-2,  353-4번지",2020-02-01,삼포혁신밸리,이수영
others,9.0,전남  순천시  해룡면  순천해룡산단(2단계)10A-2블록,2020-02-01,주만에너지,김성희
others,100.32,경북  경주시  강동면  왕신리  산64  일원(강동일반산업단지  20블럭),2020-02-01,진성이티에스,이완수
others,40.0,경북  경주시  안강읍  노당리  351번지  외  17필지,2020-02-01,경주노당그린에너지,라윤권
gas,20.0,"충남  아산시  둔포면  염작리  92-10,  92-28",2020-02-01,아산테크노그린에너지,최성달
gas,40.0,충북  단양군  적성면  대가리  산6-1,2020-02-01,디에스에너지이호,위재성
gas,25.0,"강원도  영월군  상동읍  천평리 168, 169, 169-3, 169-4,  170,  170-3,  171번 지",2020-02-01,더윈에너지 ,조용기 
gas,29.7,강원도  춘천시  신북읍  지내리  625번지,2020-02-01,춘천그린에너지,유수미
gas,19.8,경남  함안군  가야읍  사내리  사내일반산업단지內,2020-02-01,사내그린에너지,이현진
gas,19.8,경기도  파주시  탄현면  낙하리  55-24,2020-02-01,파주에코그린에너지,김기호
wind,16.0,전남신안군지도읍어의리어의도앞해상(35722N   126 14 12 E    /35 06 55.50N    126  14  12  E),2020-04-01,천사어의풍력발전,이도명
wind,10.0,전남영광군염산면두우리공유수면일원( 35123 5. 91N   126  16  6.41E        35  12 36.36NE      126  16  26.21E),2020-04-01,야월 2 해상 풍력발전 ,류지윤 
wind,4.2,강원도  영월군  상동읍  구래리  산1-35번지  일원,2020-04-01,구래주민풍력,김석면
wind,71.4,강원도  양양군  서면  내현리  산112-1  일원,2020-04-01,케이그리드,김재학
solar,4.3,경기도  평택시  포승읍  만호리  349-5일원,2020-04-01,한국서부발전,사장
others,8.5,경북 상주시 선상서로 2389-66(거동동),2020-04-01,상주연탄,"이 기 영 ,이수형"
wind,96.0,"전남해남군화원면매월리인근공유수면( N o . 0 1 ( 3 4 ° 4 5 ' 0 9 . 4 6 "" N       1 2 6 ° 1 6 ' 4 3 . 4 2 "" E ), N o . 0 2 ( 3 4 ° 4 2 ' 5 1 . 3 1 "" N 1 2 6 ° 1 6 ' 0 2 . 3 4 "" E )N o . 0 3 ( 3 4 ° 4 3 ' 1 8 . 6 6 "" N 1 2 6 ° 1 5 ' 2 3 . 9 8 "" E ), N o . 0 4 ( 3 4 ° 4 3 ' 4 6 . 1 2 "" N     1 2 6 ° 1 5 ' 0 4 . 0 4 "" E ), N o . 0 5 ( 3 4 ° 4 4 ' 1 3 . 8 1 "" N 1 2 6 ° 1 5 ' 2 3 . 1 7 "" E )N o . 0 6 ( 3 4 ° 4 4 ' 4 1 . 6 0 "" N 126°15'55.71""E)",2020-05-01,매월해상풍력,김인배
wind,11.55,"경북  영천시  신녕면  화남리  산64,  군위군  고로면 화북리  산229-1번지  외  3필지",2020-06-01,현대일렉트릭앤에너지시스템,조석
solar,22.0,전남  신안군  안좌면  자라리  816번지외  11필지,2020-06-01,빛솔라에너지,조언우
solar,30.0,"충남  태안군  이원면  포지리  1249,  관리  1570",2020-06-01,이원신재생에너지복지마을,김철웅
gas,495.0,경기도  김포시  양촌읍  학운리  3379,2020-07-01,"청라에너지(주), 한국서부발전(주), GS에너지(주)   컨소시엄",
wind,96.0,"부산사하구다대동산145지선남쪽해상(35°00'31.75""   N  128°57'40.64""    E 35°00'24.68""  N     128°58'27.64""    E 35°00'47.05""      N 129°00'19.18""    E     35°01'52.42""  N 128°59'34.95""        E 35°01'45.35"" N129°00'21.97""    E)",2020-07-01,부산해상풍력발전,"이지민,최우진"
wind,304.0,"전남영광군낙월면안마군도서측5km앞해상(P1       35°20'13.32""N       125°50'6.78""E  P2       35°20'13.32""N   125°58'40.09""E      P3 35°18'20.99""N 125°58'40.09""E  P4       35°18'21.00""N       125°57'33.98""E  P5       35°18'59.00""N       125°56'53.99""E  P6       35°17'16.31""N       125°54'24.80""E  P7   35°17'16.30""N   125°52'2.57""E  P8   35°18'36.98""N     125°50'17.86""E)",2020-07-01,안마해상풍력 ,하경호 
solar,10.0,전남  나주시  평산동  318번지외  26필지,2020-07-01,그린아이씨티,정상욱
others,60.0,전남  목포시  대양동  1181일원(대양  일반산업단지 52블록),2020-07-01,대양에프씨에너지,강종연
solar,40.0,충남  당진시  석문면  초락도리  458-5번지  일원,2020-07-01,동광태양광발전,김승유
solar,8.0,강원도  양구군  양구읍  수인리  일원(소양강),2020-07-01,한국수자원공사,박재현
solar,25.0,리  156-1,2020-07-01,해오름호솔라 전남  신안군  비금면  도고 ,김선중 
solar,20.0,전남  신안군  압해읍  고이리  95-11외  10필지,2020-07-01,일광솔라,추정례
wind,11.55,"경북  영천시  신녕면  화남리  산64,  군위군  고로면 화북리  산229-1번지  외  3필지",2020-07-01,한국남동발전,사장
wind,288.0,"전남여수시삼산면평도및광도인근공유수면(No1.위도34°17′07.69″N    경도127°29′48.25″E,  No2.  위도 34°17′09.53″N    경도127°30′29.94″E,  No3.    위도34°17′10.86″N    경도127°31′11.88″E,                                   No6.    위도34°17′06.57″N    경도127°33′09.29″E,    No7.        위도34°16′27.97″N        경도127°29′41.60″E,  No17.  위도34°15′43.57″N    경도127°34′10.45″E,  No31.  위도34°13′51.30″N    경도127°30′15.74″E,  No34.     위도34°13′40.81″N    경도127°32′16.30″E,    No35.  위도34°13′38.91″N    경도127°32′56.08″E,  No36.     위도34°13′43.65″N    경도127°33′30.16″E  )",2020-09-01,삼해개발 nan,이동진 
wind,84.0,전남 해남군 해남읍 내사 리  1743-1외  19필지,2020-09-01,해남에너지솔 루션,홍용근 
solar,15.0,전북  새만금지구  농생명용지  2공구  내  공유수면,2020-09-01,한국농어촌공사,김인식
solar,52.0,"전북  새만금지구  농생명용지  1-1  및  2공구  내  공유수면,  전북  군산시  옥구읍 어은리  1536,  오곡리  534,   수산리  699번지,  전북  김제시  진봉면  심포리 1666-12번지",2020-09-01,한국농어촌공사,김인식
wind,233.5,"인천옹진군굴업도인근공유수면(GW137°13'54.21"",125°58'21.29"",GW237°13'42.13"",125°59'55.76"",GW337°12'44.39"",126°00'57.56"",GW437°12'05.59"",126°00'55.43"",GW537°10'39.31"",125°59'0 5.45"",GW637°09'42.84"",125°57'53.28"",GW737°10'28.28"",125°57'15.07"",GW837°10'59.97,""125°56'24.28"",GW937°11'24.78"",125°55'16.37"",GW1037°12'40.76"",125°55'41.09"",GW1137°13'29.04"",125°56'54.42"")",2020-09-01,씨앤아이레저산업 ,이상룡 
wind,8.4,"강원도  양양군  현남면  상월천리  산1-1,현북면  어성전리  산2번지  일원",2020-09-01,한국동서발전,박일준
solar,5.5,전남  신안군  신의면  상태동리  산  150-1  일원,2020-09-01,에스지이1호,이슬기
solar,4.5,전남  신안군  신의면  하태동리  151-1  일원,2020-09-01,에스지이2호,권구성
solar,17.9982,"리  산93,  96,  100-1",2020-09-01,신덕송계태양 경북  안동시  임하면  신덕 광발전,한광현 
solar,15.0,전남  신안군  임자면  이흑암리  153-11  외  2필지,2020-09-01,장포솔라,원승재
gas,501.4,경북  구미시  해평면  괴곡리26  일원,2020-09-01,한국서부발전,한국서부발전(주)  사장
wind,20.0,강원도  정선군  화암면  몰운리  산227  일원,2020-11-01,지앤이윈드파워,이상득
wind,320.0,"전남  여수시  삼산면  손죽리  일원  공유수면(사업구역  좌표(유효범위內): 34°14'35.66""N   127°24'21.79""E,34°12'39.59""N 127°25'20.21""E,34°13'35.26""N    127°25'19.57""E, 34°13'06.03""N 127°25'47.00""E,   34°13'59.88""N 127°25'58.97""E,34°13'27.74""N    127°26'11.84""E, 34°12'21.47""N 127°26'15.60""E,   34°16'55.45""N 127°26'16.94""E,34°16'25.13 ""N    127°26'27.67""E, 34°12'46.35""N 127°26'33.35""E,   34°13'45.65""N 127°26'35.79""E,34°15'53.16""N  127°26'38.61""E,   34°15'15.80""N 127°26'53.05""E, 34°16'37.63""N   127°26'54.83""E,34°12'16.97""N  127°27'06.33""E,   34°17'02.70""N 127°27'06.05""E, 34°16'14.07""N   127°27'10.66""E,34°12'39.36""N  127°27'22.87""E, 34°13'04.27""N   127°27'33.33""E, 34°13'04.27""N 127°27'33.33""E, 34°15'48.14""N 127°27'30.43""E, 34°16'36.71""N   127°27'33.49""E, 34°15'25.66""N   127°27'51.01""E,34°17'01.13""N  127°27'58.33""E,   34°12'23.47""N 127°28'04.32""E, 34°16'11.29""N   127°28'03.01""E,34°14'33.02""N  127°28'05.25""E,   34°12'59.82""N 127°28'17.53""E, 34°15'37.05""N   127°28'33.62""E,34°16'40.03""N  127°28'38.29""E,   34°13'59.74""N 127°28'41.67""E, 34°12'39.69""N 127°28'43.28""E,34°14'26.63""N  127°28'45.38""E,   34°13'28.55""N 127°28'48.00""E, 34°14'54.48""N   127°28'46.72""E,34°16'08.51""N  127°28'55.37""E,   34°13'00.94""N 127°29'26.79""E, 34°45'02.60""N   127°29'18.58""E,34°15'48.57""N,27°29'19.88""E, 34°15'03.08""N   127°29'32.23""E, 34°14'29.05""N 127°29'32.26""E)",2020-11-01,여수삼산해상풍력 ,문창배 
