cleaned_type,capacity_MW,address,year,company,owner
wind,78.0,"경북  의성군  점곡면  사촌리,  송내리  일원",2020,티큐디에네르히아,이창선
others,8.4,광주광역시  광산구  손재로 287번길  59(강동일반산업단지  10-1BL),2020,한국서부발전,사장
others,19.8,"경기도  화성시  남양읍  북양리  산51번지,  53번지",2020,한국서부발전,사장
others,9.6,경기도  광주시  초월읍  신월리  산14,2020,한국서부발전,사장
others,9.6,경기도  이천시  관고동  160번지,2020,한국서부발전,사장
others,9.0,"경북  고령군  쌍림면  안림리  443-2,  450-6번지",2020,한국서부발전,사장
others,27.3,경북  칠곡군  왜관읍  공단로  4길  32-28,2020,닥실연료전지,최병호
others,29.9,경북  칠곡군  왜관읍  공단로  6길  53,2020,왜관연료전지,조한철
others,60.0,경북  경주시  강동면  왕신리  산  51번지  일원,2020,에스에이치지이,이길형
others,20.0,전남  나주시  동수동 405-5(나주혁신산단  부지 내),2020,아이티파워나주연료전지발전소,신양우
gas,105.6,강원도  춘천시  동산면  봉명리  1099(동춘천  일반산업단지  내),2020,동춘천그린에너지,조중장
gas,15.0,전북  익산시  석암로  3길 80(익산제2일반산업단지 내),2020,한국서부발전,김병숙
gas,15.0,전북  익산시  석암로  3길 80(익산제2일반산업단지 내),2020,한국서부발전,김병숙
gas,4.0,강원도  동해시  구미동  2번지,2020,한국동서발전,박일준
gas,20.0,충남  아산시  둔포면  염작리  92-28,2020,중흥에너지,강민구
gas,20.0,충남  아산시  둔포면  염작리  92-28,2020,유에이치에프,김진수
gas,39.9,"충북  충주시  대소원면  영평리  757,  760",2020,에스케이디앤디,함  스테판  윤성
gas,19.8,충북  보은군  삼승면  우진리(보은산업단지  내),2020,금양에코파크,이윤필
gas,9.9,충남  당진시  석문면  산단4로  341(석문국가산업단지 내),2020,석문에너지,시명권
gas,39.6,충남  당진시  합덕읍  석우리  1222,2020,당진그린에너지,임재평
gas,34.8,부산광역시  강서구  범방동 1911-8(일반산업단지內),2020,아스타에너지,류창형
gas,11.1,경기도  파주시  탄현면  낙하리  55-21,2020,파주낙하그린에너지,김기호
gas,8.0,경기도  파주시  문산읍  운천리  4-5,2020,한국동서발전,박일준
others,19.8,전남  순천시  해룡면  호두리  1201-10(해룡일반산업단지  내),2020,솔라레이진도,박용설
others,19.8,전남  순천시  해룡면  호두리  1201-9(해룡일반산업단지  내),2020,솔라레이진도,박용설
gas,19.8,강원도  고성군  죽왕면  가진리  산47번지,2020,고성그린에너지,김병훈
solar,99.0,"전남  완도군  약산면  관산리,  우두리  등  176필지",2020,쏠리스,박병훈
solar,160.6,충남  당진시  석문면  초락도리  966번지  외  510필지,2020,지에스당진솔라팜,이정욱
solar,77.4,충남  당진시  석문면  초락도리  1672번지  외  257필지,2020,지에스당진솔라팜,이정욱
solar,19.8,강원도  태백시  동점동  동 점산업단지  블록  3-3,2020,거산에너지 ,권오정 
gas,20.1,경북  영덕군  영덕읍  매정리  1162번지  일원,2020,영덕매정에너지,최재혁
gas,20.1,경북  영덕군  영덕읍  매정리  1162번지  일원,2020,팜그리드,김남중
others,19.8,전남  목포시  대양동 1181-1,2020,더존에너지,전주호
others,19.8,전남  목포시  대양동 1181-5,2020,스타힐스에너지,이정석
wind,400.0,전북  부안군  위도  남쪽  공유수면,2021,한국해상풍력 ,여영섭 
wind,400.0,전남신안군임자면북서쪽공유수면,2021,신안대광해상풍력 ,추정례 
wind,400.0,전남  완도군  금일읍  사동리  남쪽  공유수면,2021,한국남동발전,사장
others,15.0,"경남  밀양시  하남읍  양동리  835-1,  밀양하남일반산업단지  내",2021,한국서부발전,김병숙
wind,399.0,전남신안군자은도북서쪽공유수면,2021,에스케이이엔에스,유정준
wind,399.0,전남  신안군  자은도  서쪽 공유수면,2021,에스케이이엔에스 ,유정준 
solar,33.0,전남  신안군  안좌면  내호리  653번지  외  60필지,2021,그린테크시티,김희수
solar,40.0,리  240번지  외  85필지,2021,그린테크시티 전남  신안군  안좌면  대우 ,김희수 
gas,19.8,충남  아산시  둔포면  염작리  92-28,2021,둔포그린에너지,박성윤
gas,15.0,경북  포항시  남구  대송면 대각리  산168-1,2021,한솔스틸,이충환
bioenergy,9.9,강원도  태백시  장성동  산3-2  일원,2021,한국지역난방공사,황창화
others,19.8,전남  목포시  대양동 1182-2(대양일반산업단지 50블록),2021,태염에너지,박명기
wind,240.0,전남해남군문내면무고리인근공유수면,2021,궁항해상풍력발전 ,김인배 
wind,504.0,충남태안군근흥면석도/난도중간북방해상,2021,태안풍력발전,추병원
gas,40.0,충남  아산시  둔포면  관대리  53-12번지  일원,2021,효성에너지,조현수
gas,20.0,경기  용인시  처인구  포곡읍  금어리  16번지  일원,2021,케이에너지,권현철
solar,36.0,전남  신안군  증도면  대초리  1653번지  외  10필지,2021,신안증도태양광,윤정원
gas,15.0,경북  문경시  신기동  942번지  일원,2021,한국서부발전,김병숙
gas,9.0,"충남  천안시  동남구  목천읍  소사리  141-3,  137-6, 145-7",2021,한국서부발전,김병숙
gas,39.0,충남  금산군  추부면  신평리  873-16,2021,디에스티,김윤기
others,19.8,부산광역시  금정구  회동동 555-4,2021,부산다이나믹에너지,이호석
others,19.8,전북  군산시  비응도동 36-23(군산2국가산업단지내),2021,에스지씨에너지,박준영
gas,500.0,경남  함안군  법수면  강주리  1360-3  일원(군북일반 산업단지  내),2021,한국중부발전 ,박형구 
wind,14.4,"강원도  삼척시  도계읍  점리  산47,  산44-2,  늑구리 산242",2021,건의풍력발전,노광철
wind,39.2,강원도  정선군  백전리  산272번지  일원,2021,지앤이윈드파워,이;상득
solar,60.0,충남  태안군  원북면  방갈리  796번지  일원,2021,한국서부발전,김병숙
others,6.2,강원도  강릉시  강동면  임곡리  산25번지(강릉시자원순환센터  부지  내),2021,강릉시청,강릉시장
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-4(태백시  동점산업단지내),2021,티비에너지,김동현
gas,19.8,"경북  경주시  강동면  왕신리  산36,  37",2021,경주그린연료전지,정부환
gas,1000.0,"전남  여수시  월내동  280, 1393",2021,한국동서발전,박일준
gas,500.0,전남 여수시 묘도동 2016,2021,한국서부발전,김병숙
others,39.6,산업단지  B-05,2021,한국수소발전 경남  하동군  금남면  대송 ,이현동 
wind,90.0,"경북  포항시  남구  오천읍 갈평리  산272번지,  진전리 산127번지  일원",2021,영일신재생에너지,정헌섭
wind,45.0,"강원도  삼척시  도계읍  점리  산182-1,  흥전리  산92-1,  전두리  산67번지  일원",2021,흥진풍력발전,김재종
others,19.8,경남  함안군  가야읍  사내리  1254(사내일반산업단지 내),2021,함안그린에너지,양병선
others,96.8,전남  강진군  신전면  용화리  129-3  등  (25필지),2021,강진에너지,정성욱
wind,400.0,전남  여수시  거문도  동측 20km  공유수면(문섬인근),2021,문도풍력,윤의순
others,5.5,경기도  양주시  남면  삼일로485번길  67-22,2021,동양그린에너지,금미숙
wind,84.0,"경북  봉화군  명호면  관창리  산60-2,  산60-3,  산166, 산170,  산175-4,  산186,  산198",2021,티에스에너지3호,윤정택
others,14.0,광주  광산구  연산동  평동3차  일반산업단지  산업  7-7블록,2021,라온에너지,김연호
gas,19.8,충남  당진시  송악읍  금곡리  322-9  포함  6필지,2021,더블유에너지,위재성
others,20.0,울산  울주군  온산읍  방도리  583,2021,울산수소발전,박찬용
gas,100.3,경남  창원시  성산구  귀곡동  558,2021,하이창원퓨얼셀,이철웅
gas,20.2,경기  안산시  단원구  첨단로  670,2021,한국서부발전,박형덕
gas,290.0,울산시  남구  황성동  처용로  718  일원,2021,SK케미칼,이문석
wind,224.0,경남통영시욕지면동항리좌사리도일원공유수면,2021,현대건설 ,윤영준 
wind,200.0,전남  신안군  임자면,2021,임자해상풍력 ,이용걸 
wind,40.0,강원도  삼척시  원덕읍  산양리  산1,2021,지앤이윈드파워,이상득
wind,36.0,경북  울진군  울진읍  신림리  산234-1번지  일원,2021,한국신림풍력발전,김영신
wind,60.0,"경북  포항시  남구  장기면 산서리  산255번지,  경주시 양북면  권이리  산2,  3번지 일원",2021,더윈에너지,최동호
gas,1000.0,울산광역시  남구  용잠로 623,2021,한국동서발전,김영문
gas,500.0,충남  보령시  오천면  오천 해안로  89-37  보령발전본부  내,2021,한국중부발전 ,김호빈 
wind,256.0,전남  여수시  삼산면  초도리  일원  공유수면,2021,다도오션윈드팜,"한승수,황의정"
wind,40.0,"경북  봉화군  춘양면  우구치리  산1-70,  산1-19",2021,지앤이에너지,이상득
wind,40.0,"강원도  삼척시  근덕면  매원리  산75,  산82,  산184, 산288",2021,지앤이윈드파워,이상득
wind,504.0,울산  동측  60km  앞  공유수면,2021,귀신고래해상풍력발전2호(,"최우진,신정원"
others,9.7,경기  화성시  향남읍  방축리  467,2021,한국서부발전,박형덕
others,39.6,"경기  용인시  처인구  남동 524-5,  530-1",2021,용인연료전지냉난방,정우성
others,9.3,경기  이천시  설성면  자석리  135,2021,파스템그린에너지,박재권
wind,36.0,강원  영월군  북면  마차리 산1-1,2021,지앤이윈드파워,이상득
wind,20.9,"강원도  고성군  현내면  마달리  산3번지,  산5번지,  철통리  산63번지  일원",2021,대명에너지,서종현
others,30.0,"강원도  고성군  간성읍  교동리  산2,  산3",2021,고성하이드로솔루션,박관숙
others,19.8,경남  하동군  금남면  대송리  대송산업단지  A9-2,2021,경남큐에스에프,양원돈
others,20.0,전북  익산시  낭산면  용기리  1946,2021,유진연료전지발전,고진옥
others,4.6,울산  남구  여천동  321,2021,엘에스일렉트릭,박용상
wind,33.0,경북  포항시  북구  청하면 명안리  산24번지  외7필지,2021,가목윈드캠퍼스,황의정
others,19.8,"충북  음성군  음성읍  한벌리  산52,  산54-1",2021,피데스연료전지,김기동
gas,8.0,"울산광역시  울주군  삼남읍 상천리  427-130,  427-474, 427-527,  427-174, 427-251,    427-478",2021,한국동서발전,김영문
gas,20.1,경북  영덕군  영덕읍  매정리  1161번지  일원,2021,영덕에코파워,김화준
gas,9.6,경남  거제시  연초면  오비리  산6-2번지,2021,한국서부발전,박형덕
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-6(동점산업단지내),2021,동점그린에너지,정려안
gas,290.0,충남  서산시  대산읍  대죽리  640-6  현대오일뱅크  대산공장,2021,현대이앤에프,김명현
wind,320.0,인천시  중구  용유동,2021,한국남동발전 ,유향열 
wind,296.0,전남  진도군  조도면 가사도리  공유수면,2021,가사도해상풍력 ,백정수 
gas,19.8,울산  울주군  청량읍 상개로 63-76,2021,울산에코에너지,양승군
gas,19.8,경북  안동시  상아동 산3-3,2021,상아대성연료전지,문감사
wind,18.0,"경북  의성군  옥산면 금봉리  산13,  산20, 산22",2021,지앤이윈드파워,이상득
solar,14.9,"제주도  서귀포시  표선면 가시리 3604 등 9개필지(3649, 3646, 3645,  3644,  3652-1,  3652-2, 3652-3, 3668-1)",2021,한국남부발전 ,이승우 
others,19.8,전남  여수시  율촌면 신풍리 5-5번지,2021,(유)금덕,강태훈
others,19.8,전남  여수시  율촌면 신풍리 5-6번지,2021,(유)금덕,강태훈
others,19.8,전남  영암군  삼호읍 난전리 1689-3,2021,하이영암,정유일
gas,19.8,대구광역시 달서구 달서대로210(대천동774) 일원,2021,엘에스일렉트릭,박용상
gas,20.2,부산광역시 강서구 명지동 3043일원(부산 에코델타시티  집단에너지부지 내),2021,부산도시가스,구태고
wind,152.0,전남  여수시  남면  금오도 인근  해상,2021,디엘에너지 ,김상우 
wind,200.0,울산시  울산항  동측  58km 앞  공유수면,2021,동해부유식해상풍력발전 ,자크에티엔질엠마누엘미쉘 
solar,40.0,"충남  태안군  고남면  장곡리  783-1외  6필지,  안면읍 중장리  2300-1외  13필지",2021,태안그린에너지,송상호
gas,512.0,충남  서산시  대산읍  독곶 2로  50,2021,씨지앤대산전력,"이상진,차이우장"
gas,1120.0,경남  고성군  하이면  덕호리  889-6,2021,한국남동발전,김회천
gas,19.6,전북  전주시  완산구  삼산길  51-70,2021,태영건설,이재규
gas,19.8,"경기  화성시  송산면  사강리  256-2,  256-11",2021,송산그린에너지,이지영
gas,40.0,"충남  아산시  둔포면  관대리 53-3,4,5,9,10,12,14,122-9",2021,케이팜에너지,권현철
solar,3.2,충남  보령시  주교면  관창리  1224-1  관창일반산업단지  내,2021,한국중부발전,김호빈
others,40.4,광주시  광산구  고룡동  산56-16,2021,광주진곡퓨얼셀,김덕환
others,19.8,전남 영암군 삼호읍 난전리  1689-3,2021,영암그린파워 전남  영암군  삼호읍  난전 ,유병주 
gas,19.8,"강원도  고성군  간성읍  금수리  산9-5,  9-6",2021,테라와트발전,박용섭
gas,9.0,경북  칠곡군  약목면  복성리  750,2021,에스케이디앤디,함  스테판  윤성
gas,19.8,울산시 북구 효암로 84-13,2021,대원에스앤피,공정식
wind,352.0,전남  고흥군  도양읍  시산도  해상    일원,2021,시산해상풍력 ,이정주 
wind,640.0,전남  여수시  삼산면  손죽리  역만도  일원    해상,2021,다도오션윈드팜 ,"한승수,황의정 "
wind,216.0,전남  여수시  삼산면  초도리  일원    공유수면,2021,여수삼산해상풍력 ,박종호 
wind,504.0,울산시  동측  60km  앞  공유수면,2021,귀신고래해상풍력발전3호 ,"최우진,신정원 "
wind,804.0,울산시동측60km앞공유수면,2021,파이어플라이플로팅오프쇼어윈드 ,Jacques Etienne Michel 
wind,420.0,울산동측63km앞공유수면,2021,문무바람 ,주영규 
solar,99.0,당진시 석문면 교로리  2304  외  117필지,2021,당진행복솔라 충남,차태병
others,19.8,강원도  태백시  동점동  동 점산업단지  블록  3-3,2021,거산에너지 ,김선웅 
gas,19.8,강원도 태백시 동점동 동점산업단지 블록 3-4(태백시 동점산업단지내),2021,티비에너지,김선웅
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-6(동점산업단지내),2021,동점그린에너지,김선웅
gas,211.2,전북  군산시 새만금산업단지  5공구 산-13일원,2021,세레스홀딩스,이조앤
others,18.5,경기평택시고덕면해창리1278-1,2021,한국지역난방공사,황창화
gas,6.2,강원도정선군사북읍사북리산155-38일원(하이원리조트부지내),2021,한국서부발전,박형덕
gas,97.7,"울산남구여천동198,209-37(울산미포국가산업단지내)",2021,울산클린하이,이연규
gas,500.0,충남공주시이인면만수리산37-7(남공주일반산단내),2021,한국서부발전,사장
wind,52.8,"강원도  영월군  김삿갓면 옥동리  산10-1,  대야리  산1,  산7,  와석리  산1-3",2022,한국동명발전 ,겅광진 
wind,5.3,"경북  군위군  삼국유사면 화북리  1269-24,  1269-28",2022,자영풍력,"박소영,김정상"
wind,5.3,"경북  군위군  삼국유사면 화수리  산45-1,  산44",2022,자영풍력,"박소영,김정상"
wind,5.3,"경북  군위군  삼국유사면 화수리  산45-1,  산44",2022,자영풍력,"박소영,김정상"
solar,60.0,충남  태안군  원북면  방갈리  796번지  외  51필지,2022,태안햇들원태양광,전종수
gas,39.6,경북  예천군  지보면  매창리  939번지  일원,2022,지에스건설,임병용
others,18.5,전남  여수시  산단중앙로 275(여수국가산단내),2022,에코원에너지,이봉희
wind,870.0,울산광역시  동측  87km  배타적  경제수역내,2022,한국부유식풍력 ,스피리돈  마르 티니스
wind,8.4,"경북  영덕군  영덕읍  매정리  산54,  축산면  고곡리 산139-3번지  일원",2022,한국바람,이교택
wind,504.0,울산  동측  60km  앞  공유수면,2022,귀신고래해상풍력발전1호 ,"최우진,신정원 "
wind,520.0,울산시  온산  해안  동측 80km  공유수면  일원,2022,해울이해상풍력발전1 ,토 마 스위 브 폴센 
wind,518.0,울산시  온산  해안  동측 85km  공유수면  일원,2022,해울이해상풍력발전3,토 마 스위 브 폴센
wind,450.0,울산시  동측  90km  배타적 경제수역내,2022,이스트블루파워 ,스 피 리돈  마르티니스 
wind,420.0,울산  동측  70km  앞  공유수면,2022,문무바람 ,주영규 
wind,420.0,울산동측70km앞공유수면,2022,문무바람 ,주영규 
hydro,500.0,"충청북도  영동군  상촌면 고자리  일원,  양강면  산막리  일원",2022,한국수력원자력,정재훈
hydro,600.0,강원도  홍천군  화촌면  풍천리  일원,2022,한국수력원자력,정재훈
hydro,700.0,경기도  포천시  이동면  도평리  일원,2022,한국수력원자력,정재훈
gas,39.6,"경북  포항시  북구  흥해읍 용한리  산155-4,  죽천리   14-1,  14-2번지(영일만4일반산업단지내)",2022,지에스건설,임병용
gas,14.7,경북  포항시  남구  동해면 상정리  1001-2(포항블루밸리  국가산단내),2022,한국수력원자력,정재훈
gas,19.8,"경북  의성군  의성읍  철파리  531,  532-2,  533-2, 530-1,  530-2  번지",2022,청암에너지,장진출
gas,9.7,"경북  의성군  의성읍  철파리  531,  532-2,  533-2, 530-1,  530-2  번지",2022,청암에너지 ,장진출 
gas,21.0,강원도태백시동점동동점산업단지블록3-5(태백시동점산업단지내),2022,가진,정용주
gas,21.0,강원도  태백시  동점동  동점산업단지  블록  3-5(태백시  동점산업단지내),2022,동도에너지,이사영
gas,13.2,경북 경주시 강동면 유금 리  산44-5,2022,한국수력원자 력,정재훈 
wind,400.0,전남  고흥군  봉래면  신금리  나로도  서쪽    공유수면,2022,동광해상풍력,윤선우
wind,96.0,전남 고흥군 봉래면 신금 풍력,2022,염포해상풍력 ,이상옥 
solar,13.1,충남  태안군  태안읍  어은리  864-1  외  19필지,2022,씨에스태안알파솔라,임지영
gas,19.8,"경북  구미시  산동읍  도중리  구미하이테크밸리  4구역  19B,  102L",2022,구미에코발전,이인문
gas,19.8,경북  안동시  상아동  산3-1,2022,상아그린연료전지,이정섭
gas,19.8,경북  안동시  상아동  산3-4,2022,상아비전연료전지,문종철
others,19.8,전남  여수시  율촌면  신풍리  2-8번지,2022,금덕,강태훈
wind,525.0,울산시  온산  해안  동측 90km  공유수면  일원,2022,해울이해상풍력발전2 ,토마스위브폴센 
wind,45.0,"경북  영덕군  축산면  고곡리  산144,  산94,  산78,  산57,  경정리  산99,  산150, 영덕읍  석리    산92-1",2022,세연,안병욱
gas,1000.0,경남  하동군  금남면  대송리・진정리  일원(대송산업단지  내),2022,한국남부발전,이승우
gas,4.4,울산시  남구  성암동  산86-1일원,2022,에스케이가스,윤병석
wind,40.0,"강원도  평창군  진부면  상월오개리  산97-1,용평면 속사리    산188,  이목정리 산30",2022,속사풍력발전 ,"최종성,김순교 "
bioenergy,110.0,경북  포항시  북구  흥해읍 용한리(영일만3일반산업단지),2022,포항신재생에너지 ,이길구 
wind,240.0,전남해남군문내면무고리인 근공유수면,2022,궁항해상풍력 발전,"서용운, 페라다크파타나찬"
wind,136.0,울산시북구정자항앞공유수면,2022,동남해안해상풍력 ,오진수 
wind,504.0,전남여수시거문도서측공유수면,2022,거문도해상풍력발전,최우진
gas,28.8,경북  경주시  외동읍  문산 연 료 전 지 리  산  82-14,2022,중화 ,이재근 
gas,19.8,경남  함안군  칠북면  덕남길  69(화천리  16),2022,에이치앤알이,김선웅
others,19.8,전남  여수시  소라면  대포리  1346-11  등  일원,2022,여수수소에너지,배재호
gas,39.6,"경기도  남양주시  화도읍 답내리  722,  723,  13-15",2022,남양주그린에너지 2 호유 한회사,이신아
wind,160.0,전남  영광군  홍농읍  칠곡리  산226  앞  해상   일원,2022,광림 ,성석경 
wind,10.0,강원도  평창군  봉평면  진조리  산80-68,2022,서하에너지,정세호
solar,90.0,전남  고흥군  포두면  송산리  1655-1  등  일원,2022,에이제이해밀솔라,박진관
gas,105.6,부산시  강서구  에코델타시티  집단에너지  부지내(명 지동  3043일원),2022,부산에코델타에너지 ,권오정 
gas,99.6,강원도  양양군  손양면  상왕도리  산42  번지,2022,양양에코그린에너지,박태섭
gas,18.5,경기도  안양시  만안구  안양동  206-12  및  206-7,2022,안양아삼파워,김정욱
gas,499.6,경기도  남양주  왕숙  공공주택지구,2022,나래에너지서비스-한국서부발전,
others,7.0,경기도  남양주  왕숙  공공주택지구,2022,나래에너지서비스-한국서부발전,
wind,400.0,전남  완도군  생일면  봉선리  산276  남쪽   해상,2022,코오롱글로벌 ,김정일 
solar,90.0,전남  강진군  신전면  사초리  697번지  등  63필지,2022,신다산에너지,이용정
solar,9.0,전남  영광군  백수읍  하사리  1887-1번지,2022,분등에너지,권구성
solar,18.3,전남  신안군  안좌면  대우리  1069번지  등  30필지,2022,이이솔루션,김영호
solar,8.4,전남  신안군  안좌면  내호리  693번지  등  14필지,2022,미트라  태양광발전소,김희수
solar,8.4,전남  신안군  안좌면  대우리  981번지  등  14필지,2022,미트라  태양광발전소,김희수
solar,98.0,전남  고흥군  포두면  남촌리  1035-1  외  227필지,2022,고흥해밀솔라,이용
wind,10.0,전남  전남  영광군  백수읍 하사리 3038외  공유수면   일원,2022,전남테크노파크 ,유동국 
wind,416.0,전남  진도군  조도면  관매도  및  독거도  인근  공유수면  일원,2022,보배오프쇼어윈드팜 ,한승수 
solar,30.0,전남  고흥군  풍양면  안동리  769-1번지  외  37필지,2022,오마해도리,필 리 파기 마 랑이 스 세로 디 우리 치 아르 디 트레스카
solar,50.0,"전남  완도군  약산면  관산리,  우두리  등  84필지",2022,쏠리스,박병훈
solar,5.0,"전남  신안군  안좌면  탄동리  447,  448",2022,안좌탄동솔라,신경철
solar,40.0,전남  신안군  안좌면  탄동리  449-1  외  6필지,2022,안좌탄동솔라,신경철
solar,20.0,전남  진도군  지산면  거제 리  보전호  공유수면  일원,2022,명당에너지 ,이수영 
solar,28.9,전남  고흥군  도덕면  오마리  815-1번지  외  34필지,2022,오도해도리,박영실
solar,15.0,전남  고흥군  도덕면  오마리  1018-7  등  23필지  일원,2022,고흥솔라,선선규
wind,517.1,전남  진도군  조도면  외병도리 해상  일원,2022,조도풍력발전,"정춘돌,페라다크파타나찬"
wind,440.0,근 )전남  여수시  거문도  인근 해역,2022,문도해상풍력 ,"윤의순,송홍렬 "
others,6.5,전남  목포시  대양동  703번지  외  21필지,2022,목포에코드림,송태을
